track_id,frame,activity_label,activity_name,raw_prediction
1,371,0,digging,1
1,372,0,digging,1
1,373,0,digging,1
1,374,0,digging,1
1,375,0,digging,1
1,376,0,digging,1
1,377,0,digging,1
1,378,0,digging,1
1,379,0,digging,1
1,380,0,digging,1
1,381,0,digging,1
1,382,0,digging,1
1,383,0,digging,1
1,384,0,digging,1
1,385,0,digging,1
1,386,0,digging,1
1,387,0,digging,1
1,388,0,digging,0
1,389,0,digging,0
1,390,0,digging,0
1,391,0,digging,0
1,392,0,digging,0
1,393,0,digging,0
1,394,0,digging,0
1,395,0,digging,0
1,396,0,digging,0
1,397,0,digging,0
1,398,0,digging,0
1,399,0,digging,0
1,400,0,digging,0
1,401,0,digging,0
1,402,0,digging,0
1,403,0,digging,0
1,404,0,digging,0
1,405,0,digging,0
1,406,0,digging,0
1,407,0,digging,0
1,408,0,digging,0
1,409,0,digging,0
1,410,0,digging,0
1,411,0,digging,0
1,412,0,digging,0
1,413,0,digging,0
1,414,0,digging,0
1,415,0,digging,0
1,416,0,digging,0
1,417,0,digging,0
1,418,0,digging,0
1,419,0,digging,0
1,420,0,digging,0
1,421,0,digging,0
1,422,0,digging,0
1,423,0,digging,0
1,424,0,digging,0
1,425,0,digging,0
1,426,0,digging,0
1,427,0,digging,0
1,428,0,digging,0
1,429,0,digging,0
1,430,0,digging,0
1,431,0,digging,0
1,432,0,digging,0
1,433,0,digging,0
1,434,0,digging,0
1,435,0,digging,0
1,436,0,digging,0
1,437,0,digging,0
1,438,0,digging,0
1,439,0,digging,0
1,440,0,digging,0
1,441,0,digging,0
1,442,0,digging,0
1,443,0,digging,0
1,444,0,digging,0
1,445,0,digging,0
1,446,0,digging,0
1,447,0,digging,0
1,448,0,digging,0
1,449,0,digging,0
1,450,0,digging,0
1,451,0,digging,0
1,452,0,digging,0
1,453,0,digging,0
1,454,0,digging,0
1,455,0,digging,0
1,456,0,digging,0
1,457,0,digging,0
1,458,0,digging,0
1,459,0,digging,0
1,460,0,digging,0
1,461,0,digging,0
1,462,0,digging,0
1,463,0,digging,0
1,464,0,digging,0
1,465,0,digging,0
1,466,0,digging,0
1,467,0,digging,0
1,468,0,digging,0
1,469,0,digging,0
1,470,0,digging,0
1,471,0,digging,0
1,472,0,digging,0
1,473,0,digging,0
1,474,0,digging,0
1,475,0,digging,0
1,476,0,digging,0
1,477,0,digging,0
1,478,0,digging,0
1,479,0,digging,0
1,480,0,digging,0
1,481,0,digging,0
1,482,0,digging,0
1,483,0,digging,0
1,484,0,digging,0
1,485,0,digging,0
1,486,0,digging,0
1,487,0,digging,0
1,488,0,digging,0
1,489,0,digging,0
1,490,0,digging,0
1,491,0,digging,0
1,492,0,digging,0
1,493,0,digging,0
1,494,0,digging,0
1,495,0,digging,0
1,496,0,digging,0
1,497,0,digging,0
1,498,0,digging,0
1,499,0,digging,0
1,500,0,digging,0
1,501,0,digging,0
1,502,0,digging,0
1,503,0,digging,0
1,504,0,digging,0
1,505,0,digging,0
1,506,0,digging,0
1,507,0,digging,0
1,508,0,digging,0
1,509,0,digging,0
1,510,0,digging,0
1,511,0,digging,0
1,512,0,digging,0
1,513,0,digging,0
1,514,0,digging,0
1,515,0,digging,0
1,516,0,digging,0
1,517,0,digging,0
1,518,0,digging,0
1,519,0,digging,0
1,520,0,digging,0
1,521,0,digging,0
1,522,0,digging,0
1,523,0,digging,0
1,524,0,digging,0
1,525,0,digging,0
1,526,0,digging,0
1,527,0,digging,0
1,528,0,digging,0
1,529,0,digging,0
1,530,0,digging,0
1,531,0,digging,0
1,532,0,digging,1
1,533,0,digging,1
1,534,0,digging,1
1,535,0,digging,1
1,536,0,digging,1
1,537,0,digging,1
1,538,0,digging,1
1,539,0,digging,1
1,540,0,digging,1
1,541,0,digging,1
1,542,0,digging,1
1,543,0,digging,1
1,544,0,digging,1
1,545,0,digging,1
1,546,0,digging,1
1,547,0,digging,1
1,548,0,digging,0
1,549,0,digging,0
1,550,0,digging,0
1,551,0,digging,0
1,552,0,digging,0
1,553,0,digging,0
1,554,0,digging,0
1,555,0,digging,0
1,556,0,digging,0
1,557,0,digging,0
1,558,0,digging,0
1,559,0,digging,0
1,560,0,digging,0
1,561,0,digging,0
1,562,0,digging,0
1,563,0,digging,0
1,564,0,digging,0
1,565,0,digging,0
1,566,0,digging,0
1,567,0,digging,0
1,568,0,digging,0
1,569,0,digging,0
1,570,0,digging,0
1,571,0,digging,0
1,572,0,digging,0
1,573,0,digging,0
1,574,0,digging,0
1,575,0,digging,0
1,576,0,digging,0
1,577,0,digging,0
1,578,0,digging,0
1,579,0,digging,0
1,580,0,digging,0
1,581,0,digging,0
1,582,0,digging,0
1,583,0,digging,0
1,584,0,digging,0
1,585,0,digging,0
1,586,0,digging,0
1,587,0,digging,0
1,588,0,digging,0
1,589,0,digging,0
1,590,0,digging,0
1,591,0,digging,0
1,592,0,digging,0
1,593,0,digging,0
1,594,0,digging,0
1,595,0,digging,0
1,596,0,digging,0
1,597,0,digging,0
1,598,0,digging,0
1,599,0,digging,0
1,600,0,digging,0
1,601,0,digging,0
1,602,0,digging,0
1,603,0,digging,0
1,604,0,digging,0
1,605,0,digging,0
1,606,0,digging,0
1,607,0,digging,0
1,608,0,digging,0
1,609,0,digging,0
1,610,0,digging,0
1,611,0,digging,0
1,612,0,digging,0
1,613,0,digging,0
1,614,0,digging,0
1,615,0,digging,0
1,616,0,digging,0
1,617,0,digging,0
1,618,0,digging,0
1,619,0,digging,0
1,620,0,digging,0
1,621,0,digging,0
1,622,0,digging,0
1,623,0,digging,0
1,624,0,digging,0
1,625,0,digging,0
1,626,0,digging,0
1,627,0,digging,0
1,628,0,digging,0
1,629,0,digging,0
1,630,0,digging,0
1,631,0,digging,0
1,632,0,digging,0
1,633,0,digging,0
1,634,0,digging,0
1,635,0,digging,0
1,636,0,digging,0
1,637,0,digging,0
1,638,0,digging,0
1,639,0,digging,0
1,640,0,digging,0
1,641,0,digging,0
1,642,0,digging,0
1,643,0,digging,0
1,644,0,digging,0
1,645,0,digging,0
1,646,0,digging,0
1,647,0,digging,0
1,648,0,digging,0
1,649,0,digging,0
1,650,0,digging,0
1,651,0,digging,0
1,652,0,digging,0
1,653,0,digging,0
1,654,0,digging,0
1,655,0,digging,0
1,656,0,digging,0
1,657,0,digging,0
1,658,0,digging,0
1,659,0,digging,0
1,660,0,digging,0
1,661,0,digging,0
1,662,0,digging,0
1,663,0,digging,0
1,664,0,digging,0
1,665,0,digging,0
1,666,0,digging,0
1,667,0,digging,0
1,668,0,digging,0
1,669,0,digging,0
1,670,0,digging,0
1,671,0,digging,0
1,672,0,digging,0
1,673,0,digging,0
1,674,0,digging,0
1,675,0,digging,0
1,676,0,digging,0
1,677,0,digging,0
1,678,0,digging,0
1,679,0,digging,0
1,680,0,digging,0
1,681,0,digging,0
1,682,0,digging,0
1,683,0,digging,0
1,684,0,digging,0
1,685,0,digging,0
1,686,0,digging,0
1,687,0,digging,0
1,688,0,digging,0
1,689,0,digging,0
1,690,0,digging,0
1,691,0,digging,0
1,692,0,digging,0
1,693,0,digging,0
1,694,0,digging,0
1,695,0,digging,0
1,696,0,digging,0
1,697,0,digging,0
1,698,0,digging,0
1,699,0,digging,0
1,700,0,digging,0
1,701,0,digging,0
1,702,0,digging,0
1,703,0,digging,0
1,704,0,digging,0
1,705,0,digging,0
1,706,0,digging,0
1,707,0,digging,0
1,708,0,digging,0
1,709,0,digging,0
1,710,0,digging,0
1,711,0,digging,0
1,712,0,digging,0
1,713,0,digging,0
1,714,0,digging,0
1,715,0,digging,0
1,716,0,digging,0
1,717,0,digging,0
1,718,0,digging,0
1,719,0,digging,0
1,720,0,digging,0
1,721,0,digging,0
1,722,0,digging,0
1,723,0,digging,0
1,724,0,digging,0
1,725,0,digging,0
1,726,0,digging,0
1,727,0,digging,0
1,728,0,digging,0
1,729,0,digging,0
1,730,0,digging,0
1,731,0,digging,0
1,732,0,digging,0
1,733,0,digging,0
1,734,0,digging,0
1,735,0,digging,0
1,736,0,digging,0
1,737,0,digging,0
1,738,0,digging,0
1,739,0,digging,0
1,740,0,digging,0
1,741,0,digging,0
1,742,0,digging,0
1,743,0,digging,0
1,744,0,digging,0
1,745,0,digging,0
1,746,0,digging,0
1,747,0,digging,0
1,748,0,digging,0
1,749,0,digging,0
1,750,0,digging,0
1,751,0,digging,0
1,752,0,digging,0
1,753,0,digging,0
1,754,0,digging,0
1,755,0,digging,0
1,756,0,digging,0
1,757,0,digging,0
1,758,0,digging,0
1,759,0,digging,0
1,760,0,digging,0
1,761,0,digging,0
1,762,0,digging,0
1,763,0,digging,0
1,764,0,digging,0
1,765,0,digging,0
1,766,0,digging,0
1,767,0,digging,0
1,768,0,digging,0
1,769,0,digging,0
1,770,0,digging,0
1,771,0,digging,0
1,772,0,digging,0
1,773,0,digging,0
1,774,0,digging,0
1,775,0,digging,0
1,776,0,digging,0
1,777,0,digging,0
1,778,0,digging,0
1,779,0,digging,0
1,780,0,digging,0
1,781,0,digging,0
1,782,0,digging,0
1,783,0,digging,0
1,784,0,digging,0
1,785,0,digging,0
1,786,0,digging,0
1,787,0,digging,0
1,788,0,digging,0
1,789,0,digging,0
1,790,0,digging,0
1,791,0,digging,0
1,792,0,digging,0
1,793,0,digging,0
1,794,0,digging,0
1,795,0,digging,0
1,796,0,digging,0
1,797,0,digging,0
1,798,0,digging,0
1,799,0,digging,0
1,800,0,digging,0
1,801,0,digging,0
1,802,0,digging,0
1,803,0,digging,0
1,804,0,digging,0
1,805,0,digging,0
1,806,0,digging,0
1,807,0,digging,0
1,808,0,digging,0
1,809,0,digging,0
1,810,0,digging,0
1,811,0,digging,0
1,812,0,digging,0
1,813,0,digging,0
1,814,0,digging,0
1,815,0,digging,0
1,816,0,digging,0
1,817,0,digging,0
1,818,0,digging,0
1,819,0,digging,0
1,820,0,digging,0
1,821,0,digging,0
1,822,0,digging,0
1,823,0,digging,0
1,824,0,digging,0
1,825,0,digging,0
1,826,0,digging,0
1,827,0,digging,0
1,828,0,digging,0
1,829,0,digging,0
1,830,0,digging,0
1,831,0,digging,0
1,832,0,digging,0
1,833,0,digging,0
1,834,0,digging,0
1,835,0,digging,0
1,836,0,digging,0
1,837,0,digging,0
1,838,0,digging,0
1,839,0,digging,0
1,840,0,digging,0
1,841,0,digging,0
1,842,0,digging,0
1,843,0,digging,0
1,844,0,digging,0
1,845,0,digging,0
1,846,0,digging,0
1,847,0,digging,0
1,848,0,digging,0
1,849,0,digging,0
1,850,0,digging,0
1,851,0,digging,0
1,852,0,digging,0
1,853,0,digging,0
1,854,0,digging,0
1,855,0,digging,0
1,856,0,digging,0
1,857,0,digging,0
1,858,0,digging,0
1,859,0,digging,0
1,860,0,digging,0
1,861,0,digging,0
1,862,0,digging,0
1,863,0,digging,0
1,864,0,digging,0
1,865,0,digging,0
1,866,0,digging,0
1,867,0,digging,0
1,868,0,digging,0
1,869,0,digging,0
1,870,0,digging,0
1,871,0,digging,0
1,872,0,digging,0
1,873,0,digging,0
1,874,0,digging,0
1,875,0,digging,0
1,876,0,digging,0
1,877,0,digging,0
1,878,0,digging,0
1,879,0,digging,0
1,880,0,digging,0
1,881,0,digging,0
1,882,0,digging,0
1,883,0,digging,0
1,884,0,digging,0
1,885,0,digging,0
1,886,0,digging,0
1,887,0,digging,0
1,888,0,digging,0
1,889,0,digging,0
1,890,0,digging,0
1,891,0,digging,0
1,892,0,digging,0
1,893,0,digging,0
1,894,0,digging,0
1,895,0,digging,0
1,896,0,digging,0
1,897,0,digging,0
1,898,0,digging,0
1,899,0,digging,0
1,900,0,digging,0
1,901,0,digging,0
1,902,0,digging,0
1,903,0,digging,0
1,904,0,digging,0
1,905,0,digging,0
1,906,0,digging,0
1,907,0,digging,0
1,908,0,digging,0
1,909,0,digging,0
1,910,0,digging,0
1,911,0,digging,0
1,912,0,digging,0
1,913,0,digging,0
1,914,0,digging,0
1,915,0,digging,0
1,916,0,digging,0
1,917,0,digging,0
1,918,0,digging,0
1,919,0,digging,0
1,920,0,digging,0
1,921,0,digging,0
1,922,0,digging,0
1,923,0,digging,0
1,924,0,digging,0
1,925,0,digging,0
1,926,0,digging,0
1,927,0,digging,0
1,928,0,digging,0
1,929,0,digging,0
1,930,0,digging,0
1,931,0,digging,0
1,932,0,digging,0
1,933,0,digging,0
1,934,0,digging,0
1,935,0,digging,0
1,936,0,digging,0
1,937,0,digging,0
1,938,0,digging,0
1,939,0,digging,0
1,940,0,digging,0
1,941,0,digging,0
1,942,0,digging,0
1,943,0,digging,0
1,944,0,digging,0
1,945,0,digging,0
1,946,0,digging,0
1,947,0,digging,0
1,948,0,digging,0
1,949,0,digging,0
1,950,0,digging,0
1,951,0,digging,0
1,952,0,digging,0
1,953,0,digging,0
1,954,0,digging,0
1,955,0,digging,0
1,956,0,digging,0
1,957,0,digging,0
1,958,0,digging,0
1,959,0,digging,0
1,960,0,digging,0
1,961,0,digging,0
1,962,0,digging,0
1,963,0,digging,0
1,964,0,digging,0
1,965,0,digging,0
1,966,0,digging,0
1,967,0,digging,0
1,968,0,digging,0
1,969,0,digging,0
1,970,0,digging,0
1,971,0,digging,0
1,972,0,digging,0
1,973,0,digging,0
1,974,0,digging,0
1,975,0,digging,0
1,976,0,digging,0
1,977,0,digging,0
1,978,0,digging,0
1,979,0,digging,0
1,980,0,digging,0
1,981,0,digging,0
1,982,0,digging,0
1,983,0,digging,0
1,984,0,digging,0
1,985,0,digging,0
1,986,0,digging,0
1,987,0,digging,0
1,988,0,digging,0
1,989,0,digging,0
1,990,0,digging,0
1,991,0,digging,0
1,992,0,digging,0
1,993,0,digging,0
1,994,0,digging,0
1,995,0,digging,0
1,996,0,digging,1
1,997,0,digging,1
1,998,0,digging,1
1,999,0,digging,1
1,1000,0,digging,1
1,1001,0,digging,1
1,1002,0,digging,1
1,1003,0,digging,1
1,1004,0,digging,1
1,1005,0,digging,1
1,1006,0,digging,1
1,1007,0,digging,1
1,1008,0,digging,1
1,1009,0,digging,1
1,1010,0,digging,1
1,1011,0,digging,1
1,1012,0,digging,0
1,1013,0,digging,0
1,1014,0,digging,0
1,1015,0,digging,0
1,1016,0,digging,0
1,1017,0,digging,0
1,1018,0,digging,0
1,1019,0,digging,0
1,1020,0,digging,0
1,1021,0,digging,0
1,1022,0,digging,0
1,1023,0,digging,0
1,1024,0,digging,0
1,1025,0,digging,0
1,1026,0,digging,0
1,1027,0,digging,0
1,1028,0,digging,0
1,1029,0,digging,0
1,1030,0,digging,0
1,1031,0,digging,0
1,1032,0,digging,0
1,1033,0,digging,0
1,1034,0,digging,0
1,1035,0,digging,0
1,1036,0,digging,0
1,1037,0,digging,0
1,1038,0,digging,0
1,1039,0,digging,0
1,1040,0,digging,0
1,1041,0,digging,0
1,1042,0,digging,0
1,1043,0,digging,0
1,1044,0,digging,0
1,1045,0,digging,0
1,1046,0,digging,0
1,1047,0,digging,0
1,1048,0,digging,0
1,1049,0,digging,0
1,1050,0,digging,0
1,1051,0,digging,0
1,1052,0,digging,0
1,1053,0,digging,0
1,1054,0,digging,0
1,1055,0,digging,0
1,1056,0,digging,0
1,1057,0,digging,0
1,1058,0,digging,0
1,1059,0,digging,0
1,1060,0,digging,0
1,1061,0,digging,0
1,1062,0,digging,0
1,1063,0,digging,0
1,1064,0,digging,0
1,1065,0,digging,0
1,1066,0,digging,0
1,1067,0,digging,0
1,1068,0,digging,0
1,1069,0,digging,0
1,1070,0,digging,0
1,1071,0,digging,0
1,1072,0,digging,0
1,1073,0,digging,0
1,1074,0,digging,0
1,1075,0,digging,0
1,1076,0,digging,0
1,1077,0,digging,0
1,1078,0,digging,0
1,1079,0,digging,0
1,1080,0,digging,0
1,1081,0,digging,0
1,1082,0,digging,0
1,1083,0,digging,0
1,1084,0,digging,0
1,1085,0,digging,0
1,1086,0,digging,0
1,1087,0,digging,0
1,1088,0,digging,0
1,1089,0,digging,0
1,1090,0,digging,0
1,1091,0,digging,0
1,1092,0,digging,0
1,1093,0,digging,0
1,1094,0,digging,0
1,1095,0,digging,0
1,1096,0,digging,0
1,1097,0,digging,0
1,1098,0,digging,0
1,1099,0,digging,0
1,1100,0,digging,0
1,1101,0,digging,0
1,1102,0,digging,0
1,1103,0,digging,0
1,1104,0,digging,0
1,1105,0,digging,0
1,1106,0,digging,0
1,1107,0,digging,0
1,1108,0,digging,0
1,1109,0,digging,0
1,1110,0,digging,0
1,1111,0,digging,0
1,1112,0,digging,0
1,1113,0,digging,0
1,1114,0,digging,0
1,1115,0,digging,0
1,1116,0,digging,0
1,1117,0,digging,0
1,1118,0,digging,0
1,1119,0,digging,0
1,1120,0,digging,0
1,1121,0,digging,0
1,1122,0,digging,0
1,1123,0,digging,0
1,1124,0,digging,0
1,1125,0,digging,0
1,1126,0,digging,0
1,1127,0,digging,0
1,1128,0,digging,0
1,1129,0,digging,0
1,1130,0,digging,0
1,1131,0,digging,0
1,1132,0,digging,0
1,1133,0,digging,0
1,1134,0,digging,0
1,1135,0,digging,0
1,1136,0,digging,0
1,1137,0,digging,0
1,1138,0,digging,0
1,1139,0,digging,0
1,1140,0,digging,1
1,1141,0,digging,1
1,1142,0,digging,1
1,1143,0,digging,1
1,1144,0,digging,1
1,1145,0,digging,1
1,1146,0,digging,1
1,1147,0,digging,1
1,1148,0,digging,1
1,1149,0,digging,1
1,1150,0,digging,1
1,1151,0,digging,1
1,1152,0,digging,1
1,1153,0,digging,1
1,1154,0,digging,1
1,1155,0,digging,1
1,1156,0,digging,0
1,1157,0,digging,0
1,1158,0,digging,0
1,1159,0,digging,0
1,1160,0,digging,0
1,1161,0,digging,0
1,1162,0,digging,0
1,1163,0,digging,0
1,1164,0,digging,0
1,1165,0,digging,0
1,1166,0,digging,0
1,1167,0,digging,0
1,1168,0,digging,0
1,1169,0,digging,0
1,1170,0,digging,0
1,1171,0,digging,0
1,1172,0,digging,0
1,1173,0,digging,0
1,1174,0,digging,0
1,1175,0,digging,0
1,1176,0,digging,0
1,1177,0,digging,0
1,1178,0,digging,0
1,1179,0,digging,0
1,1180,0,digging,0
1,1181,0,digging,0
1,1182,0,digging,0
1,1183,0,digging,0
1,1184,0,digging,0
1,1185,0,digging,0
1,1186,0,digging,0
1,1187,0,digging,0
1,1188,0,digging,0
1,1189,0,digging,0
1,1190,0,digging,0
1,1191,0,digging,0
1,1192,0,digging,0
1,1193,0,digging,0
1,1194,0,digging,0
1,1195,0,digging,0
1,1196,0,digging,0
1,1197,0,digging,0
1,1198,0,digging,0
1,1199,0,digging,0
1,1200,0,digging,0
1,1201,0,digging,0
1,1202,0,digging,0
1,1203,0,digging,0
1,1204,0,digging,0
1,1205,0,digging,0
1,1206,0,digging,0
1,1207,0,digging,0
1,1208,0,digging,0
1,1209,0,digging,0
1,1210,0,digging,0
1,1211,0,digging,0
1,1212,0,digging,0
1,1213,0,digging,0
1,1214,0,digging,0
1,1215,0,digging,0
1,1216,0,digging,0
1,1217,0,digging,0
1,1218,0,digging,0
1,1219,0,digging,0
1,1220,0,digging,0
1,1221,0,digging,0
1,1222,0,digging,0
1,1223,0,digging,0
1,1224,0,digging,0
1,1225,0,digging,0
1,1226,0,digging,0
1,1227,0,digging,0
1,1228,0,digging,0
1,1229,0,digging,0
1,1230,0,digging,0
1,1231,0,digging,0
1,1232,0,digging,0
1,1233,0,digging,0
1,1234,0,digging,0
1,1235,0,digging,0
1,1236,0,digging,0
1,1237,0,digging,0
1,1238,0,digging,0
1,1239,0,digging,0
1,1240,0,digging,0
1,1241,0,digging,0
1,1242,0,digging,0
1,1243,0,digging,0
1,1244,0,digging,0
1,1245,0,digging,0
1,1246,0,digging,0
1,1247,0,digging,0
1,1248,0,digging,0
